entity1,relation,entity2
Species,IN_GENRE,Horror
Species,RELEASED_ON,1995-07-07
Species,HAS_IMDB_RATING,5.8
Strange Days,HAS_ACTOR,Ralph Fiennes
Strange Days,HAS_ACTOR,Angela Bassett
Strange Days,HAS_ACTOR,Juliette Lewis
Strange Days,HAS_ACTOR,Tom Sizemore
Strange Days,HAS_DIRECTOR,Kathryn Bigelow
Strange Days,IN_GENRE,Crime
Strange Days,IN_GENRE,Action
Strange Days,IN_GENRE,Thriller
Strange Days,IN_GENRE,Sci-Fi
Strange Days,IN_GENRE,Mystery
Strange Days,IN_GENRE,Drama
Strange Days,RELEASED_ON,1995-10-13
Strange Days,HAS_IMDB_RATING,7.2
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",HAS_ACTOR,Catherine Deneuve
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",HAS_ACTOR,Marc Michel
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",HAS_ACTOR,Anne Vernon
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",HAS_ACTOR,Nino Castelnuovo
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",HAS_DIRECTOR,Jacques Demy
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",IN_GENRE,Drama
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",IN_GENRE,Musical
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",IN_GENRE,Romance
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",RELEASED_ON,1964-12-16
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",HAS_IMDB_RATING,7.8
"Tie That Binds, The",HAS_ACTOR,Keith Carradine
"Tie That Binds, The",HAS_ACTOR,Daryl Hannah
"Tie That Binds, The",HAS_ACTOR,Vincent Spano
"Tie That Binds, The",HAS_ACTOR,Moira Kelly
"Tie That Binds, The",HAS_DIRECTOR,Wesley Strick
"Tie That Binds, The",IN_GENRE,Thriller
"Tie That Binds, The",RELEASED_ON,1995-09-08
"Tie That Binds, The",HAS_IMDB_RATING,5.0
Three Wishes,HAS_ACTOR,Patrick Swayze
Three Wishes,HAS_ACTOR,Seth Mumy
Three Wishes,HAS_ACTOR,Mary Elizabeth Mastrantonio
Three Wishes,HAS_ACTOR,Joseph Mazzello
Three Wishes,HAS_DIRECTOR,Martha Coolidge
Three Wishes,IN_GENRE,Drama
Three Wishes,IN_GENRE,Fantasy
Three Wishes,RELEASED_ON,1995-10-27
Three Wishes,HAS_IMDB_RATING,6.1
Total Eclipse,HAS_ACTOR,David Thewlis
Total Eclipse,HAS_ACTOR,Leonardo DiCaprio
Total Eclipse,HAS_ACTOR,Dominique Blanc
Total Eclipse,HAS_ACTOR,Romane Bohringer
Total Eclipse,HAS_DIRECTOR,Agnieszka Holland
Total Eclipse,IN_GENRE,Drama
Total Eclipse,IN_GENRE,Romance
Total Eclipse,RELEASED_ON,1995-11-03
Total Eclipse,HAS_IMDB_RATING,6.5
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_ACTOR,Wesley Snipes
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_ACTOR,Stockard Channing
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_ACTOR,Patrick Swayze
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_ACTOR,John Leguizamo
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_DIRECTOR,Beeban Kidron
"To Wong Foo, Thanks for Everything! Julie Newmar",IN_GENRE,Comedy
"To Wong Foo, Thanks for Everything! Julie Newmar",RELEASED_ON,1995-09-08
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_IMDB_RATING,6.3
Under Siege 2: Dark Territory,HAS_ACTOR,Eric Bogosian
Under Siege 2: Dark Territory,HAS_ACTOR,Everett McGill
Under Siege 2: Dark Territory,HAS_ACTOR,Katherine Heigl
Under Siege 2: Dark Territory,HAS_ACTOR,Steven Seagal
Under Siege 2: Dark Territory,HAS_DIRECTOR,Geoff Murphy
Under Siege 2: Dark Territory,IN_GENRE,Action
Under Siege 2: Dark Territory,RELEASED_ON,1995-07-14
Under Siege 2: Dark Territory,HAS_IMDB_RATING,5.4
Unstrung Heroes,HAS_ACTOR,Andie MacDowell
Unstrung Heroes,HAS_ACTOR,Michael Richards
Unstrung Heroes,HAS_ACTOR,John Turturro
Unstrung Heroes,HAS_ACTOR,Maury Chaykin
Unstrung Heroes,HAS_DIRECTOR,Diane Keaton
Unstrung Heroes,IN_GENRE,Drama
Unstrung Heroes,IN_GENRE,Comedy
Unstrung Heroes,RELEASED_ON,1995-09-22
Unstrung Heroes,HAS_IMDB_RATING,6.8
Unzipped,HAS_ACTOR,Isaac Mizrahi
Unzipped,HAS_ACTOR,Roseanne Barr
Unzipped,HAS_ACTOR,Sandra Bernhard
Unzipped,HAS_ACTOR,Natane Boudreau
Unzipped,HAS_DIRECTOR,Douglas Keeve
Unzipped,IN_GENRE,Documentary
Unzipped,RELEASED_ON,1995-08-11
Unzipped,HAS_IMDB_RATING,6.4
"Walk in the Clouds, A",HAS_ACTOR,Keanu Reeves
"Walk in the Clouds, A",HAS_ACTOR,Giancarlo Giannini
"Walk in the Clouds, A",HAS_ACTOR,Anthony Quinn
"Walk in the Clouds, A",HAS_ACTOR,Aitana Sánchez-Gijón
"Walk in the Clouds, A",HAS_DIRECTOR,Alfonso Arau
"Walk in the Clouds, A",IN_GENRE,Drama
"Walk in the Clouds, A",IN_GENRE,Romance
"Walk in the Clouds, A",RELEASED_ON,1995-08-11
"Walk in the Clouds, A",HAS_IMDB_RATING,6.6
Waterworld,HAS_ACTOR,Kevin Costner
Waterworld,HAS_ACTOR,R.D. Call
Waterworld,HAS_ACTOR,Rick Aviles
Waterworld,HAS_ACTOR,Chaim Jeraffi
Waterworld,HAS_DIRECTOR,Kevin Reynolds
Waterworld,IN_GENRE,Adventure
Waterworld,IN_GENRE,Sci-Fi
Waterworld,IN_GENRE,Action
Waterworld,RELEASED_ON,1995-07-28
Waterworld,HAS_IMDB_RATING,6.1
White Man's Burden,HAS_ACTOR,Harry Belafonte
White Man's Burden,HAS_ACTOR,John Travolta
White Man's Burden,HAS_ACTOR,Kelly Lynch
White Man's Burden,HAS_ACTOR,Margaret Avery
White Man's Burden,HAS_DIRECTOR,Desmond Nakano
White Man's Burden,IN_GENRE,Drama
White Man's Burden,RELEASED_ON,1995-12-01
White Man's Burden,HAS_IMDB_RATING,5.2
"Browning Version, The",HAS_ACTOR,Greta Scacchi
"Browning Version, The",HAS_ACTOR,Albert Finney
"Browning Version, The",HAS_ACTOR,Julian Sands
"Browning Version, The",HAS_ACTOR,Matthew Modine
"Browning Version, The",HAS_DIRECTOR,Mike Figgis
"Browning Version, The",IN_GENRE,Drama
"Browning Version, The",RELEASED_ON,1994-10-12
"Browning Version, The",HAS_IMDB_RATING,7.3
Burnt by the Sun (Utomlyonnye solntsem),HAS_ACTOR,Nikita Mikhalkov
Burnt by the Sun (Utomlyonnye solntsem),HAS_ACTOR,Ingeborga Dapkunaite
Burnt by the Sun (Utomlyonnye solntsem),HAS_ACTOR,Nadezhda Mikhalkova
Burnt by the Sun (Utomlyonnye solntsem),HAS_ACTOR,Oleg Menshikov
Burnt by the Sun (Utomlyonnye solntsem),HAS_DIRECTOR,Nikita Mikhalkov
Burnt by the Sun (Utomlyonnye solntsem),IN_GENRE,Drama
Burnt by the Sun (Utomlyonnye solntsem),RELEASED_ON,1995-04-21
Burnt by the Sun (Utomlyonnye solntsem),HAS_IMDB_RATING,8.0
Before the Rain (Pred dozhdot),HAS_ACTOR,Katrin Cartlidge
Before the Rain (Pred dozhdot),HAS_ACTOR,Labina Mitevska
Before the Rain (Pred dozhdot),HAS_ACTOR,Grégoire Colin
Before the Rain (Pred dozhdot),HAS_ACTOR,Rade Serbedzija
Before the Rain (Pred dozhdot),HAS_DIRECTOR,Milcho Manchevski
Before the Rain (Pred dozhdot),IN_GENRE,Drama
Before the Rain (Pred dozhdot),IN_GENRE,War
Before the Rain (Pred dozhdot),RELEASED_ON,1995-02-24
Before the Rain (Pred dozhdot),HAS_IMDB_RATING,8.1
Before Sunrise,HAS_ACTOR,Andrea Eckert
Before Sunrise,HAS_ACTOR,Julie Delpy
Before Sunrise,HAS_ACTOR,Ethan Hawke
Before Sunrise,HAS_ACTOR,Hanno Pöschl
Before Sunrise,HAS_DIRECTOR,Richard Linklater
Before Sunrise,IN_GENRE,Romance
Before Sunrise,IN_GENRE,Drama
Before Sunrise,RELEASED_ON,1995-01-27
Before Sunrise,HAS_IMDB_RATING,8.1
Billy Madison,HAS_ACTOR,Bridgette Wilson
Billy Madison,HAS_ACTOR,Adam Sandler
Billy Madison,HAS_ACTOR,Darren McGavin
Billy Madison,HAS_ACTOR,Bradley Whitford
Billy Madison,HAS_DIRECTOR,Tamra Davis
Billy Madison,IN_GENRE,Comedy
Billy Madison,RELEASED_ON,1995-02-10
Billy Madison,HAS_IMDB_RATING,6.4
"Babysitter, The",HAS_ACTOR,Alicia Silverstone
"Babysitter, The",HAS_ACTOR,J.T. Walsh
"Babysitter, The",HAS_ACTOR,Jeremy London
"Babysitter, The",HAS_ACTOR,Lee Garlington
"Babysitter, The",HAS_DIRECTOR,Guy Ferland
"Babysitter, The",IN_GENRE,Drama
"Babysitter, The",IN_GENRE,Thriller
"Babysitter, The",RELEASED_ON,1995-10-17
"Babysitter, The",HAS_IMDB_RATING,4.2
Boys on the Side,HAS_ACTOR,Whoopi Goldberg
Boys on the Side,HAS_ACTOR,Drew Barrymore
Boys on the Side,HAS_ACTOR,Mary-Louise Parker
Boys on the Side,HAS_ACTOR,Matthew McConaughey
Boys on the Side,HAS_DIRECTOR,Herbert Ross
Boys on the Side,IN_GENRE,Comedy
Boys on the Side,IN_GENRE,Drama
Boys on the Side,RELEASED_ON,1995-02-03
Boys on the Side,HAS_IMDB_RATING,6.4
"Cure, The",HAS_ACTOR,Joseph Mazzello
"Cure, The",HAS_ACTOR,Annabella Sciorra
"Cure, The",HAS_ACTOR,Brad Renfro
"Cure, The",HAS_ACTOR,Aeryk Egan
"Cure, The",HAS_DIRECTOR,Peter Horton
"Cure, The",IN_GENRE,Drama
"Cure, The",RELEASED_ON,1995-04-21
"Cure, The",HAS_IMDB_RATING,7.7
Castle Freak,HAS_ACTOR,Jeffrey Combs
Castle Freak,HAS_ACTOR,Jonathan Fuller
Castle Freak,HAS_ACTOR,Barbara Crampton
Castle Freak,HAS_ACTOR,Jessica Dollarhide
Castle Freak,HAS_DIRECTOR,Stuart Gordon
Castle Freak,IN_GENRE,Horror
Castle Freak,RELEASED_ON,1995-11-14
Castle Freak,HAS_IMDB_RATING,5.9
Circle of Friends,HAS_ACTOR,Chris O'Donnell
Circle of Friends,HAS_ACTOR,Saffron Burrows
Circle of Friends,HAS_ACTOR,Minnie Driver
Circle of Friends,HAS_ACTOR,Geraldine O'Rawe
Circle of Friends,HAS_DIRECTOR,Pat O'Connor
Circle of Friends,IN_GENRE,Drama
Circle of Friends,IN_GENRE,Romance
Circle of Friends,RELEASED_ON,1995-04-07
Circle of Friends,HAS_IMDB_RATING,6.6
Clerks,HAS_ACTOR,Jason Mewes
Clerks,HAS_ACTOR,Brian O'Halloran
Clerks,HAS_ACTOR,Jeff Anderson
Clerks,HAS_ACTOR,Marilyn Ghigliotti
Clerks,HAS_DIRECTOR,Kevin Smith
Clerks,IN_GENRE,Comedy
Clerks,RELEASED_ON,1994-11-04
Clerks,HAS_IMDB_RATING,7.8
Don Juan DeMarco,HAS_ACTOR,Johnny Depp
Don Juan DeMarco,HAS_ACTOR,Marlon Brando
Don Juan DeMarco,HAS_ACTOR,Faye Dunaway
Don Juan DeMarco,HAS_ACTOR,Géraldine Pailhas
Don Juan DeMarco,HAS_DIRECTOR,Jeremy Leven
Don Juan DeMarco,IN_GENRE,Drama
Don Juan DeMarco,IN_GENRE,Romance
Don Juan DeMarco,IN_GENRE,Comedy
Don Juan DeMarco,RELEASED_ON,1995-04-07
Don Juan DeMarco,HAS_IMDB_RATING,6.8
Disclosure,HAS_ACTOR,Michael Douglas
Disclosure,HAS_ACTOR,Donald Sutherland
Disclosure,HAS_ACTOR,Demi Moore
Disclosure,HAS_ACTOR,Caroline Goodall
Disclosure,HAS_DIRECTOR,Barry Levinson
Disclosure,IN_GENRE,Thriller
Disclosure,IN_GENRE,Drama
Disclosure,RELEASED_ON,1994-12-09
Disclosure,HAS_IMDB_RATING,6.0
Drop Zone,HAS_ACTOR,Wesley Snipes
Drop Zone,HAS_ACTOR,Gary Busey
Drop Zone,HAS_ACTOR,Michael Jeter
Drop Zone,HAS_ACTOR,Yancy Butler
Drop Zone,HAS_DIRECTOR,John Badham
Drop Zone,IN_GENRE,Thriller
Drop Zone,IN_GENRE,Action
Drop Zone,RELEASED_ON,1994-12-09
Drop Zone,HAS_IMDB_RATING,5.6
Destiny Turns on the Radio,HAS_ACTOR,James Le Gros
Destiny Turns on the Radio,HAS_ACTOR,Dylan McDermott
Destiny Turns on the Radio,HAS_ACTOR,Nancy Travis
Destiny Turns on the Radio,HAS_ACTOR,Quentin Tarantino
Destiny Turns on the Radio,HAS_DIRECTOR,Jack Baran
Destiny Turns on the Radio,IN_GENRE,Comedy
Destiny Turns on the Radio,RELEASED_ON,1995-04-28
Destiny Turns on the Radio,HAS_IMDB_RATING,4.4
Death and the Maiden,HAS_ACTOR,Ben Kingsley
Death and the Maiden,HAS_ACTOR,Sigourney Weaver
Death and the Maiden,HAS_ACTOR,Stuart Wilson
Death and the Maiden,HAS_ACTOR,Krystia Mova
Death and the Maiden,HAS_DIRECTOR,Roman Polanski
Death and the Maiden,IN_GENRE,Thriller
Death and the Maiden,IN_GENRE,Drama
Death and the Maiden,RELEASED_ON,1995-01-27
Death and the Maiden,HAS_IMDB_RATING,7.3
Dolores Claiborne,HAS_ACTOR,Kathy Bates
Dolores Claiborne,HAS_ACTOR,Judy Parfitt
Dolores Claiborne,HAS_ACTOR,Christopher Plummer
Dolores Claiborne,HAS_ACTOR,Jennifer Jason Leigh
Dolores Claiborne,HAS_DIRECTOR,Taylor Hackford
Dolores Claiborne,IN_GENRE,Thriller
Dolores Claiborne,IN_GENRE,Drama
Dolores Claiborne,RELEASED_ON,1995-03-24
Dolores Claiborne,HAS_IMDB_RATING,7.4
Dumb & Dumber (Dumb and Dumber),HAS_ACTOR,Jim Carrey
Dumb & Dumber (Dumb and Dumber),HAS_ACTOR,Mike Starr
Dumb & Dumber (Dumb and Dumber),HAS_ACTOR,Jeff Daniels
Dumb & Dumber (Dumb and Dumber),HAS_ACTOR,Lauren Holly
Dumb & Dumber (Dumb and Dumber),HAS_DIRECTOR, Peter Farrelly
Dumb & Dumber (Dumb and Dumber),IN_GENRE,Comedy
Dumb & Dumber (Dumb and Dumber),IN_GENRE,Adventure
Dumb & Dumber (Dumb and Dumber),RELEASED_ON,1994-12-16
Dumb & Dumber (Dumb and Dumber),HAS_IMDB_RATING,7.3
Eat Drink Man Woman (Yin shi nan nu),HAS_ACTOR,Sihung Lung
Eat Drink Man Woman (Yin shi nan nu),HAS_ACTOR,Yu-Wen Wang
Eat Drink Man Woman (Yin shi nan nu),HAS_ACTOR,Chien-Lien Wu
Eat Drink Man Woman (Yin shi nan nu),HAS_ACTOR,Kuei-Mei Yang
Eat Drink Man Woman (Yin shi nan nu),HAS_DIRECTOR,Ang Lee
Eat Drink Man Woman (Yin shi nan nu),IN_GENRE,Romance
Eat Drink Man Woman (Yin shi nan nu),IN_GENRE,Drama
Eat Drink Man Woman (Yin shi nan nu),IN_GENRE,Comedy
Eat Drink Man Woman (Yin shi nan nu),RELEASED_ON,1994-08-03
Eat Drink Man Woman (Yin shi nan nu),HAS_IMDB_RATING,7.8
Exotica,HAS_ACTOR,David Hemblen
Exotica,HAS_ACTOR,Calvin Green
Exotica,HAS_ACTOR,Don McKellar
Exotica,HAS_ACTOR,Peter Krantz
Exotica,HAS_DIRECTOR,Atom Egoyan
Exotica,IN_GENRE,Drama
Exotica,RELEASED_ON,1995-03-24
Exotica,HAS_IMDB_RATING,7.2
Exit to Eden,HAS_ACTOR,Dana Delany
Exit to Eden,HAS_ACTOR,Dan Aykroyd
Exit to Eden,HAS_ACTOR,Paul Mercurio
Exit to Eden,HAS_ACTOR,Rosie O'Donnell
Exit to Eden,HAS_DIRECTOR,Garry Marshall
Exit to Eden,IN_GENRE,Comedy
Exit to Eden,RELEASED_ON,1994-10-14
Exit to Eden,HAS_IMDB_RATING,4.1
Ed Wood,HAS_ACTOR,Sarah Jessica Parker
Ed Wood,HAS_ACTOR,Martin Landau
Ed Wood,HAS_ACTOR,Johnny Depp
Ed Wood,HAS_ACTOR,Patricia Arquette
Ed Wood,HAS_DIRECTOR,Tim Burton
Ed Wood,IN_GENRE,Comedy
Ed Wood,IN_GENRE,Drama
Ed Wood,RELEASED_ON,1994-10-07
Ed Wood,HAS_IMDB_RATING,7.9
French Kiss,HAS_ACTOR,Meg Ryan
French Kiss,HAS_ACTOR,Jean Reno
French Kiss,HAS_ACTOR,Timothy Hutton
French Kiss,HAS_ACTOR,Kevin Kline
French Kiss,HAS_DIRECTOR,Lawrence Kasdan
French Kiss,IN_GENRE,Romance
French Kiss,IN_GENRE,Comedy
French Kiss,IN_GENRE,Action
French Kiss,RELEASED_ON,1995-05-05
French Kiss,HAS_IMDB_RATING,6.5
Forget Paris,HAS_ACTOR,Billy Crystal
Forget Paris,HAS_ACTOR,Joe Mantegna
Forget Paris,HAS_ACTOR,Debra Winger
Forget Paris,HAS_ACTOR,Cynthia Stevenson
Forget Paris,HAS_DIRECTOR,Billy Crystal
Forget Paris,IN_GENRE,Comedy
Forget Paris,IN_GENRE,Romance
Forget Paris,RELEASED_ON,1995-05-19
Forget Paris,HAS_IMDB_RATING,6.4
Far From Home: The Adventures of Yellow Dog,HAS_ACTOR,Jesse Bradford
Far From Home: The Adventures of Yellow Dog,HAS_ACTOR,Mimi Rogers
Far From Home: The Adventures of Yellow Dog,HAS_ACTOR,Tom Bower
Far From Home: The Adventures of Yellow Dog,HAS_ACTOR,Bruce Davison
Far From Home: The Adventures of Yellow Dog,HAS_DIRECTOR,Phillip Borsos
Far From Home: The Adventures of Yellow Dog,IN_GENRE,Adventure
Far From Home: The Adventures of Yellow Dog,IN_GENRE,Children
Far From Home: The Adventures of Yellow Dog,RELEASED_ON,1995-01-13
Far From Home: The Adventures of Yellow Dog,HAS_IMDB_RATING,6.4
"Goofy Movie, A",HAS_ACTOR,Bill Farmer
"Goofy Movie, A",HAS_ACTOR,Kellie Martin
"Goofy Movie, A",HAS_ACTOR,Jason Marsden
"Goofy Movie, A",HAS_ACTOR,Jim Cummings
"Goofy Movie, A",HAS_DIRECTOR,Kevin Lima
"Goofy Movie, A",IN_GENRE,Animation
"Goofy Movie, A",IN_GENRE,Children
"Goofy Movie, A",IN_GENRE,Comedy
"Goofy Movie, A",IN_GENRE,Romance
"Goofy Movie, A",RELEASED_ON,1995-04-07
"Goofy Movie, A",HAS_IMDB_RATING,6.8
Hideaway,HAS_ACTOR,Jeff Goldblum
Hideaway,HAS_ACTOR,Alicia Silverstone
Hideaway,HAS_ACTOR,Christine Lahti
Hideaway,HAS_ACTOR,Jeremy Sisto
Hideaway,HAS_DIRECTOR,Brett Leonard
Hideaway,IN_GENRE,Thriller
Hideaway,RELEASED_ON,1995-03-03
Hideaway,HAS_IMDB_RATING,5.3
Fluke,HAS_ACTOR,Samuel L. Jackson
Fluke,HAS_ACTOR,Nancy Travis
Fluke,HAS_ACTOR,Matthew Modine
Fluke,HAS_ACTOR,Eric Stoltz
Fluke,HAS_DIRECTOR,Carlo Carlei
Fluke,IN_GENRE,Children
Fluke,IN_GENRE,Drama
Fluke,RELEASED_ON,1995-06-02
Fluke,HAS_IMDB_RATING,6.7
Farinelli: il castrato,HAS_ACTOR,Stefano Dionisi
Farinelli: il castrato,HAS_ACTOR,Enrico Lo Verso
Farinelli: il castrato,HAS_ACTOR,Jeroen Krabbé
Farinelli: il castrato,HAS_ACTOR,Elsa Zylberstein
Farinelli: il castrato,HAS_DIRECTOR,Gérard Corbiau
Farinelli: il castrato,IN_GENRE,Drama
Farinelli: il castrato,IN_GENRE,Musical
Farinelli: il castrato,RELEASED_ON,1995-03-17
Farinelli: il castrato,HAS_IMDB_RATING,6.9
Gordy,HAS_ACTOR,Doug Stone
Gordy,HAS_ACTOR,Deborah Hobart
Gordy,HAS_ACTOR,Kristy Young
Gordy,HAS_ACTOR,James Donadio
Gordy,HAS_DIRECTOR,Mark Lewis
Gordy,IN_GENRE,Comedy
Gordy,IN_GENRE,Children
Gordy,IN_GENRE,Fantasy
Gordy,RELEASED_ON,1995-05-12
Gordy,HAS_IMDB_RATING,3.9
Gumby: The Movie,HAS_ACTOR,Dal McKennon
Gumby: The Movie,HAS_ACTOR,Manny La Carruba
Gumby: The Movie,HAS_ACTOR,Gloria Clokey
Gumby: The Movie,HAS_ACTOR,Art Clokey
Gumby: The Movie,HAS_DIRECTOR,Art Clokey
Gumby: The Movie,IN_GENRE,Animation
Gumby: The Movie,IN_GENRE,Children
Gumby: The Movie,RELEASED_ON,1995-12-01
Gumby: The Movie,HAS_IMDB_RATING,6.2
The Glass Shield,HAS_ACTOR,Monty Bane
The Glass Shield,HAS_ACTOR,Thomas Babson
The Glass Shield,HAS_ACTOR,Richard Anderson
The Glass Shield,HAS_ACTOR,Erich Anderson
The Glass Shield,HAS_DIRECTOR,Charles Burnett
The Glass Shield,IN_GENRE,Crime
The Glass Shield,IN_GENRE,Drama
The Glass Shield,RELEASED_ON,1995-06-02
The Glass Shield,HAS_IMDB_RATING,6.6
Hoop Dreams,HAS_ACTOR,Dick Vitale
Hoop Dreams,HAS_ACTOR,Steve James
Hoop Dreams,HAS_ACTOR,Arthur Agee
Hoop Dreams,HAS_ACTOR,William Gates
Hoop Dreams,HAS_DIRECTOR,Steve James
Hoop Dreams,IN_GENRE,Documentary
Hoop Dreams,RELEASED_ON,1994-10-14
Hoop Dreams,HAS_IMDB_RATING,8.3
Heavenly Creatures,HAS_ACTOR,Kate Winslet
Heavenly Creatures,HAS_ACTOR,Melanie Lynskey
Heavenly Creatures,HAS_ACTOR,Diana Kent
Heavenly Creatures,HAS_ACTOR,Sarah Peirse
Heavenly Creatures,HAS_DIRECTOR,Peter Jackson
Heavenly Creatures,IN_GENRE,Crime
Heavenly Creatures,IN_GENRE,Drama
Heavenly Creatures,RELEASED_ON,1994-10-14
Heavenly Creatures,HAS_IMDB_RATING,7.4
Houseguest,HAS_ACTOR,Phil Hartman
Houseguest,HAS_ACTOR,Sinbad
Houseguest,HAS_ACTOR,Kim Murphy
Houseguest,HAS_ACTOR,Kim Greist
Houseguest,HAS_DIRECTOR,Randall Miller
Houseguest,IN_GENRE,Comedy
Houseguest,RELEASED_ON,1995-01-06
Houseguest,HAS_IMDB_RATING,5.9
Immortal Beloved,HAS_ACTOR,Isabella Rossellini
Immortal Beloved,HAS_ACTOR,Jeroen Krabbé
Immortal Beloved,HAS_ACTOR,Gary Oldman
Immortal Beloved,HAS_ACTOR,Johanna ter Steege
Immortal Beloved,HAS_DIRECTOR,Bernard Rose
Immortal Beloved,IN_GENRE,Drama
Immortal Beloved,IN_GENRE,Romance
Immortal Beloved,RELEASED_ON,1995-01-27
Immortal Beloved,HAS_IMDB_RATING,7.5
Heavyweights (Heavy Weights),HAS_ACTOR,David Goldman
Heavyweights (Heavy Weights),HAS_ACTOR,Joseph Wayne Miller
Heavyweights (Heavy Weights),HAS_ACTOR,Allen Covert
Heavyweights (Heavy Weights),HAS_ACTOR,Cody Burger
Heavyweights (Heavy Weights),HAS_DIRECTOR,Steven Brill
Heavyweights (Heavy Weights),IN_GENRE,Children
Heavyweights (Heavy Weights),IN_GENRE,Comedy
Heavyweights (Heavy Weights),RELEASED_ON,1995-02-17
Heavyweights (Heavy Weights),HAS_IMDB_RATING,6.7
"Hunted, The",HAS_ACTOR,John Lone
"Hunted, The",HAS_ACTOR,Christopher Lambert
"Hunted, The",HAS_ACTOR,Yoshio Harada
"Hunted, The",HAS_ACTOR,Joan Chen
"Hunted, The",HAS_DIRECTOR,J. F. Lawton|J.F. Lawton
"Hunted, The",IN_GENRE,Action
"Hunted, The",RELEASED_ON,1995-02-24
"Hunted, The",HAS_IMDB_RATING,5.9
I.Q.,HAS_ACTOR,Tim Robbins
I.Q.,HAS_ACTOR,Meg Ryan
I.Q.,HAS_ACTOR,Walter Matthau
I.Q.,HAS_ACTOR,Lou Jacobi
I.Q.,HAS_DIRECTOR,Fred Schepisi
I.Q.,IN_GENRE,Comedy
I.Q.,IN_GENRE,Romance
I.Q.,RELEASED_ON,1994-12-25
I.Q.,HAS_IMDB_RATING,6.2
Interview with the Vampire: The Vampire Chronicles,HAS_ACTOR,Tom Cruise
Interview with the Vampire: The Vampire Chronicles,HAS_ACTOR,Brad Pitt
Interview with the Vampire: The Vampire Chronicles,HAS_ACTOR,Christian Slater
Interview with the Vampire: The Vampire Chronicles,HAS_ACTOR,Virginia McCollam
Interview with the Vampire: The Vampire Chronicles,HAS_DIRECTOR,Neil Jordan
Interview with the Vampire: The Vampire Chronicles,IN_GENRE,Horror
Interview with the Vampire: The Vampire Chronicles,IN_GENRE,Drama
Interview with the Vampire: The Vampire Chronicles,RELEASED_ON,1994-11-11
Interview with the Vampire: The Vampire Chronicles,HAS_IMDB_RATING,7.6
Jefferson in Paris,HAS_ACTOR,Greta Scacchi
Jefferson in Paris,HAS_ACTOR,Gwyneth Paltrow
Jefferson in Paris,HAS_ACTOR,Thandie Newton
Jefferson in Paris,HAS_ACTOR,Nick Nolte
Jefferson in Paris,HAS_DIRECTOR,James Ivory
Jefferson in Paris,IN_GENRE,Drama
Jefferson in Paris,RELEASED_ON,1995-03-31
Jefferson in Paris,HAS_IMDB_RATING,5.7
"Jerky Boys, The",HAS_ACTOR,William Hickey
"Jerky Boys, The",HAS_ACTOR,Alan Arkin
"Jerky Boys, The",HAS_ACTOR,Kamal Ahmed
"Jerky Boys, The",HAS_ACTOR,John G. Brennan
"Jerky Boys, The",HAS_DIRECTOR,James Melkonian
"Jerky Boys, The",IN_GENRE,Comedy
"Jerky Boys, The",RELEASED_ON,1995-02-03
"Jerky Boys, The",HAS_IMDB_RATING,4.5
Junior,HAS_ACTOR,Arnold Schwarzenegger
Junior,HAS_ACTOR,Danny DeVito
Junior,HAS_ACTOR,Emma Thompson
Junior,HAS_ACTOR,Frank Langella
Junior,HAS_DIRECTOR,Ivan Reitman
Junior,IN_GENRE,Comedy
Junior,IN_GENRE,Sci-Fi
Junior,RELEASED_ON,1994-11-23
Junior,HAS_IMDB_RATING,4.5
Just Cause,HAS_ACTOR,Sean Connery
Just Cause,HAS_ACTOR,Laurence Fishburne
Just Cause,HAS_ACTOR,Blair Underwood
Just Cause,HAS_ACTOR,Kate Capshaw
Just Cause,HAS_DIRECTOR,Arne Glimcher
Just Cause,IN_GENRE,Mystery
Just Cause,IN_GENRE,Thriller
Just Cause,RELEASED_ON,1995-02-17
Just Cause,HAS_IMDB_RATING,6.4
"Kid in King Arthur's Court, A",HAS_ACTOR,Thomas Ian Nicholas
"Kid in King Arthur's Court, A",HAS_ACTOR,Paloma Baeza
"Kid in King Arthur's Court, A",HAS_ACTOR,Joss Ackland
"Kid in King Arthur's Court, A",HAS_ACTOR,Art Malik
"Kid in King Arthur's Court, A",HAS_DIRECTOR,Michael Gottlieb
"Kid in King Arthur's Court, A",IN_GENRE,Adventure
"Kid in King Arthur's Court, A",IN_GENRE,Children
"Kid in King Arthur's Court, A",IN_GENRE,Romance
"Kid in King Arthur's Court, A",IN_GENRE,Comedy
